source,original_split,original_stem,assigned_split
patok_v2,train,frame0718_jpg.rf.4608a52e38fb80ea016a1e17cb759ae8,train
patok_v2,train,frame0718_jpg.rf.557a4ec18a3b9a8de8c19426e60e7884,train
patok_v2,train,frame0718_jpg.rf.9935285ecfd7baf5aa2097c62d71330a,train
patok_v2,train,frame0808_jpg.rf.b1a980c9ac050615f4fe606fecc43eb0,valid
patok_v2,train,frame0808_jpg.rf.d6f4fddbb90821130e916e8a3371d99c,train
patok_v2,train,frame0944_jpg.rf.0ebc1799974c700ba47d5c145befbe1c,train
patok_v2,train,frame0944_jpg.rf.57ca830834e7b0e38752014483304280,train
patok_v2,train,frame0944_jpg.rf.690f593971a2f27ade856afd46c51fc6,train
patok_v2,train,frame0944_jpg.rf.851e68fc2977e6ec7788fe925fa8aae0,train
patok_v2,train,frame0944_jpg.rf.8fe8e29dff13984b7232ddda10ea8614,train
patok_v2,train,frame0944_jpg.rf.c79832f584d01c0cd679eafbcff10c61,train
patok_v2,train,frame10031_jpg.rf.00bb56730795f176acf07c4335aa6c70,valid
patok_v2,train,frame10031_jpg.rf.8d49cf7cc25b0def38935ef4805232f0,train
patok_v2,train,frame10031_jpg.rf.9cf90da46b38a5df2c88f01618ad0c65,train
patok_v2,train,frame10031_jpg.rf.c9369c0428e050e4baf83767b153041b,train
patok_v2,train,frame10181_jpg.rf.392a8c09331970b5e045d41f1d1454ec,train
patok_v2,train,frame10181_jpg.rf.9015b4b6ec5383b25fd7e08e994ebf63,train
patok_v2,train,frame10181_jpg.rf.aac53bc2cd805a41ad595e422c9ca269,train
patok_v2,train,frame10181_jpg.rf.c539d486040fd0a6648f61f7b45dbc1b,valid
patok_v2,train,frame10554_jpg.rf.aefa32993544918ed53818c67be6aada,train
patok_v2,train,frame10554_jpg.rf.f41b4273def13b1b9261e67d1d6408af,valid
patok_v2,train,frame11319_jpg.rf.04925a83b5e9255dfdfe98af38da97f9,train
patok_v2,train,frame11319_jpg.rf.053ea0a190fe8bb888147bac3b104348,test
patok_v2,train,frame11328_jpg.rf.002722e6d1d6fda9cbfbfce62597b67e,train
patok_v2,train,frame11328_jpg.rf.095317d8fb368bcf3f4cd9ff7bd9e73a,train
patok_v2,train,frame11328_jpg.rf.4c1adf667dca9eaced20e7d7469c26d2,train
patok_v2,train,frame11328_jpg.rf.cacaaa0315467a11107d3ef17edb7061,train
patok_v2,train,frame13420_jpg.rf.1948fec6c1162a505aedae11a7177fe5,train
patok_v2,train,frame13420_jpg.rf.50719a810a5ac2432c57fb82f850dc1f,train
patok_v2,train,frame13420_jpg.rf.bbe4edf9b11d49afaf86fea214c5a19f,train
patok_v2,train,frame13420_jpg.rf.c179157930a4ef12a81e52e392e1f647,test
patok_v2,train,frame1436_jpg.rf.1e44848bea787d078a4aba7e664a49b9,train
patok_v2,train,frame1436_jpg.rf.29108d6a705deea7d672882be3854ea7,train
patok_v2,train,frame1436_jpg.rf.a55e3ef525c006ec7493f6ba941b28f4,test
patok_v2,train,frame1436_jpg.rf.c004049a7225470935c7ba9b7cb1674f,train
patok_v2,train,frame1436_jpg.rf.e679b07142bfca44032cc4fe6ae2328f,valid
patok_v2,train,frame1436_jpg.rf.f3978bf0caffc74f3f07a06c6c571a79,train
patok_v2,train,frame14496_jpg.rf.b78b1e87acd3650dab84ba63bb14f4a9,valid
patok_v2,train,frame14496_jpg.rf.e77bdce90ba9380f3b36caa6ec1b1357,train
patok_v2,train,frame14652_jpg.rf.36d95a457a37af5cb81c1e54f6266e1e,train
patok_v2,train,frame14652_jpg.rf.4508ede26518969a06daa5d392209485,train
patok_v2,train,frame14652_jpg.rf.71b66993617051df30d83c7788601448,train
patok_v2,train,frame14652_jpg.rf.8b38f12d6477e256ad36471270b45ff0,train
patok_v2,train,frame14652_jpg.rf.9b77347d55465ca45e6c0db2c7454c68,train
patok_v2,train,frame14652_jpg.rf.d9089dcc552ce2a4abe2eac4cb7a12c9,train
patok_v2,train,frame14686_jpg.rf.0369e1c85c9759c2eee74041920e65fe,train
patok_v2,train,frame14686_jpg.rf.51864313fb9bb7a834e322ae3b24c44e,train
patok_v2,train,frame14686_jpg.rf.83c2efd5a3c360c12b32b62c6fc19a87,valid
patok_v2,train,frame14686_jpg.rf.ebac0997e2bc90b7f13d66d6260dd213,test
patok_v2,train,frame14768_jpg.rf.9863d6d2321967818a30c95bb6ae7aaf,train
patok_v2,train,frame14768_jpg.rf.c4743bd72a5c0decd482904d22f6d1de,train
patok_v2,train,frame15559_jpg.rf.206e1c67c5f72db79b9bc27268d3b472,train
patok_v2,train,frame15559_jpg.rf.36844c0c70bee4b36a7aa6ad5ee1a7f8,train
patok_v2,train,frame15859_jpg.rf.0fb021ab677972d6ae44b6b66bc19c14,train
patok_v2,train,frame15859_jpg.rf.11cd40afec3290bba7b9a4270a3e4746,train
patok_v2,train,frame16029_jpg.rf.0d96c5eabc2d1a375fd5ca4549ee113e,train
patok_v2,train,frame16029_jpg.rf.f5f3511ab4fe85d1891e5c6c1f6e0b4d,valid
patok_v2,train,frame16886_jpg.rf.507df2bed89e5c01325a980581bc5eee,train
patok_v2,train,frame16886_jpg.rf.6f75003c512df1637166f34f66182b42,train
patok_v2,train,frame1702_jpg.rf.124ff3f0221c2346b30a5b382ebcdeca,train
patok_v2,train,frame1702_jpg.rf.bc30a100d6129f8319558fba39251457,train
patok_v2,train,frame1702_jpg.rf.c9be98ae1b7e34a6d705197f69404058,train
patok_v2,train,frame1702_jpg.rf.f34d7d6779d60ca31de21f6d6c8b41b8,train
patok_v2,train,frame1707_jpg.rf.34ce61bc9e422fdaa4ed71f4b7e361cb,train
patok_v2,train,frame1707_jpg.rf.a80e312eac675b89fb003552e8fe9e55,valid
patok_v2,train,frame1707_jpg.rf.abab310695cc7c237821511b6a3d6fd9,train
patok_v2,train,frame1707_jpg.rf.dc57b043cbe7e91c1e8c9a83f4146416,train
patok_v2,train,frame17832_jpg.rf.01d8b30f14032518709baf1c825f9123,train
patok_v2,train,frame17832_jpg.rf.50f7b1b0393165e1e11fb0bafe26d6f3,train
patok_v2,train,frame1871_jpg.rf.7b5d483361a35d0df8216474d2c651a1,train
patok_v2,train,frame1871_jpg.rf.7d0a1c51f91435ea532f657944e1d8a8,train
patok_v2,train,frame1871_jpg.rf.8623ee212707fbcbcc0651b947cea684,test
patok_v2,train,frame1871_jpg.rf.8deab06d692c2d733fda469210b773e8,train
patok_v2,train,frame1871_jpg.rf.bae0d1be5656b2acd10533ab1b0152ca,train
patok_v2,train,frame1871_jpg.rf.d995d7a3763db117ee762e9466a0a406,train
patok_v2,train,frame18891_jpg.rf.0193e2beddd3e6ed65a8eea4bf20904c,train
patok_v2,train,frame18891_jpg.rf.47b72c6da76365ea0641101795b63585,train
patok_v2,train,frame18891_jpg.rf.79a75c6bbc5d71475c3c276ef39214a4,train
patok_v2,train,frame18891_jpg.rf.ad5379e14430922a2355fc0fff31b58a,test
patok_v2,train,frame19045_jpg.rf.22bad5b95bd59dd4869b63d8422bdf8c,train
patok_v2,train,frame19045_jpg.rf.3fc353cd493ce63fdb176adbdcfde7f8,train
patok_v2,train,frame19045_jpg.rf.a96d3352c9ae6db8701d88d8cc298391,train
patok_v2,train,frame19045_jpg.rf.c04e5d7ee7ed600b2ea06e4f1fb0ff21,train
patok_v2,train,frame2000_jpg.rf.5686660ee4cd954714746e352c212128,train
patok_v2,train,frame2000_jpg.rf.f7d577ffc00b67ae9fe460f730bed478,train
patok_v2,train,frame2669_jpg.rf.2e4486c30682e64431ccc48b0e2d2c35,train
patok_v2,train,frame2669_jpg.rf.46c9d731161ab6ba20e358ce73c77165,train
patok_v2,train,frame2669_jpg.rf.6e4f01f4d714e35c92e0b4292ac0c989,train
patok_v2,train,frame2669_jpg.rf.ea18793f9541eccf6a7b549dd080bab1,valid
patok_v2,train,frame2711_jpg.rf.1dbfe3d68a45506a0ecd6c775a672f58,test
patok_v2,train,frame2711_jpg.rf.59cbd26c962251cd9a4790e005f51623,train
patok_v2,train,frame2900_jpg.rf.1fa1d391668ce4566b8ce5e1f81da41b,train
patok_v2,train,frame2900_jpg.rf.2289be639dfa76d91aac0108470c6492,train
patok_v2,train,frame2900_jpg.rf.ab8a3c409aa14b9489cfcfa65c0a582a,train
patok_v2,train,frame2900_jpg.rf.cc2a01a48d4a6bb852fa1ce91edfd6ee,valid
patok_v2,train,frame2917_jpg.rf.310c2335383186fcfeabf41641a53285,train
patok_v2,train,frame2917_jpg.rf.7f1c0f7620d1f058ff61170c3fa42d64,train
patok_v2,train,frame3112_jpg.rf.266875a2921803889a1f6c1f90b8e54c,train
patok_v2,train,frame3112_jpg.rf.2a06481b6459be5ff885746076f486a3,valid
patok_v2,train,frame3112_jpg.rf.628bf2358cb8bc5ca4299846667d9c33,train
patok_v2,train,frame3112_jpg.rf.8d96825b824313710ede5ba643fbabf0,train
patok_v2,train,frame3290_jpg.rf.2a980223da3f5165904462c8ac4079d9,train
patok_v2,train,frame3290_jpg.rf.8dfea6e39efd6059da82139f976576cd,train
patok_v2,train,frame3610_jpg.rf.ac943e3feebb607e1263c9a967599e86,train
patok_v2,train,frame3610_jpg.rf.b303511a929404eeab5a0e670783b6b7,train
patok_v2,train,frame3680_jpg.rf.7cf95df9eda00682dcd777a81df1a757,train
patok_v2,train,frame3680_jpg.rf.801efa1eba86f2adba58a6c42057038c,train
patok_v2,train,frame3680_jpg.rf.872b7a2ad749692454c4efad91f0eebe,train
patok_v2,train,frame3680_jpg.rf.b8409f57ec54ecea932a7ea88aa31048,train
patok_v2,train,frame3680_jpg.rf.fca31e36f6aedfaa7971491e27329eb1,train
patok_v2,train,frame3680_jpg.rf.fd2f46f12429e7cbe06f3ace691cd8dd,train
patok_v2,train,frame4063_jpg.rf.1416b5d7a283ee03709cec8b6954e74a,valid
patok_v2,train,frame4063_jpg.rf.6421e2fa3f32b77a26b23bcc38815cfe,train
patok_v2,train,frame4063_jpg.rf.75154f748270f077342b7988c879e817,train
patok_v2,train,frame4063_jpg.rf.85e94988f96a0963a59615660f17ebf9,train
patok_v2,train,frame4063_jpg.rf.9745c4bc5b8d56e01ceb6dc8676f5f8a,train
patok_v2,train,frame4063_jpg.rf.ef46efa716cb32711a7b64c51b9825c0,train
patok_v2,train,frame4315_jpg.rf.679b25753f75646127134bc319712c36,train
patok_v2,train,frame4315_jpg.rf.c14a66f610ad257b7cee42ea9e545961,train
patok_v2,train,frame4362_jpg.rf.5a43b8b49610a5631251909fbc089d32,train
patok_v2,train,frame4362_jpg.rf.7e396112c535f312251d1b3c4628f8f1,valid
patok_v2,train,frame4499_jpg.rf.1640e1f3dbfd56a004220f999ac729df,test
patok_v2,train,frame4499_jpg.rf.1bad0022d9a46c7ff3970d8d1cfc39f8,train
patok_v2,train,frame4499_jpg.rf.9f2a3c951e4913c7fed3aaf058f107a1,train
patok_v2,train,frame4499_jpg.rf.aff6f246b0b58d9091c18bdced86c1c8,train
patok_v2,train,frame4499_jpg.rf.e6524121912b4aafa26c374ac8f13d1f,train
patok_v2,train,frame4499_jpg.rf.f0cca7f1835fb9f3c1336b604556c5f4,train
patok_v2,train,frame4608_jpg.rf.4183403ef67c4153fcd3e5bf63f57763,train
patok_v2,train,frame4608_jpg.rf.679e0446a3bcbed92934e90280fce629,train
patok_v2,train,frame4608_jpg.rf.a0c7784b81620d44a0acd3954f1fa125,train
patok_v2,train,frame4608_jpg.rf.bc02f41af48cd61d0dcc88981f489f01,train
patok_v2,train,frame4608_jpg.rf.be74738a48d5e8ba0b2e098327cd42c4,train
patok_v2,train,frame4608_jpg.rf.d114b0a98c22e68b5add920a0c290824,valid
patok_v2,train,frame4669_jpg.rf.5be90ab33877eda57ceca78f96593c30,test
patok_v2,train,frame4669_jpg.rf.8981d35815b42d680bcf1044900780ab,train
patok_v2,train,frame4669_jpg.rf.8b836239a8be171d50d0b92987e46797,valid
patok_v2,train,frame4669_jpg.rf.beb41a9ec573ff82aea569a8c0442749,test
patok_v2,train,frame4803_jpg.rf.5637274065bf7fab703159eba5abe224,train
patok_v2,train,frame4803_jpg.rf.6b882137851a9ab23efea75f5f8a7a49,train
patok_v2,train,frame4803_jpg.rf.9e8ba9801483ff45bf7c91da7b3095a0,train
patok_v2,train,frame4803_jpg.rf.a28d312232526e8183e0f7163835ec5b,train
patok_v2,train,frame4818_jpg.rf.222db9b09118b6b32f53642203e59e4e,test
patok_v2,train,frame4818_jpg.rf.8bc9f59127c00d7aa1bde3cc3b0d347b,test
patok_v2,train,frame4910_jpg.rf.02f19adc42e61249244f683048c9896e,train
patok_v2,train,frame4910_jpg.rf.eeedf522825fb550bf64a7b9f6a5d69d,test
patok_v2,train,frame5028_jpg.rf.36d96a2195a553299de41f9f0dbbf541,train
patok_v2,train,frame5028_jpg.rf.4c4d26af1e2a8dccb16bb4bf8100cc46,train
patok_v2,train,frame5028_jpg.rf.8dbefe1a14f4eb70e152e98d6555b660,train
patok_v2,train,frame5028_jpg.rf.c5ac9e6d312a6a0f13cdaf85d022c2ab,train
patok_v2,train,frame5392_jpg.rf.33e9465e36073ee4cc4d65fea8436cf7,test
patok_v2,train,frame5392_jpg.rf.3bd149006e9dab38229e244c62b0c094,train
patok_v2,train,frame5392_jpg.rf.b678cc9139cac66df43985702e6d94fa,train
patok_v2,train,frame5392_jpg.rf.f0afb7a44da20ea211ad816e0c8ccbea,train
patok_v2,train,frame5632_jpg.rf.166ad69fadd126c14767a7290f9ce816,train
patok_v2,train,frame5632_jpg.rf.e2371f44b231a27a9a4ebecd34b0efe2,train
patok_v2,train,frame5632_jpg.rf.e2ce976a704054bcfd51be6b4534e89b,train
patok_v2,train,frame5632_jpg.rf.f41ed74eee4d11ca0d81fbd275b2a549,train
patok_v2,train,frame5905_jpg.rf.188e49e87d2d9caeaeeaa868125dbba3,train
patok_v2,train,frame5905_jpg.rf.333af4127c086241ed9294ee7ca53f38,train
patok_v2,train,frame5978_jpg.rf.1c9e26512c20b01f4c20b8b672c12320,valid
patok_v2,train,frame5978_jpg.rf.63b1dc3d123f76bb6cd442154aef0f96,train
patok_v2,train,frame6046_jpg.rf.5ce9a1f61bef3587ce1e6fd4f9a1c958,valid
patok_v2,train,frame6046_jpg.rf.a244703144d8d60f198ae5420082cfad,train
patok_v2,train,frame6133_jpg.rf.538ceef5e6af38e2efbe41abbb7ef760,train
patok_v2,train,frame6133_jpg.rf.7463cb46687b8d1b4ff9712b7701b75b,train
patok_v2,train,frame6133_jpg.rf.b690b0f0f99d0e8ed5352258c199ea1e,valid
patok_v2,train,frame6133_jpg.rf.fc39937053894fac4a3a74a4e6341582,train
patok_v2,train,frame6974_jpg.rf.18c1cd40d58e4da963f5c5e7e52071b9,train
patok_v2,train,frame6974_jpg.rf.43356faee009016289c98eaf4b414240,train
patok_v2,train,frame6974_jpg.rf.70a048b64edc0104d9a3b314ff3b1ec8,test
patok_v2,train,frame6974_jpg.rf.7dd6c2e403e2a145ba34cdb3816c903c,train
patok_v2,train,frame6974_jpg.rf.83f47c5611c55baf9a8e9fcf9d24e01b,test
patok_v2,train,frame6974_jpg.rf.ba84c3a22b5eb777fe85ab7d162d5a03,valid
patok_v2,train,frame7080_jpg.rf.4d0d40c25ed271a00e21b4d4d15fb561,train
patok_v2,train,frame7080_jpg.rf.5cffb03d54763c483f2a23099e7a2ff0,train
patok_v2,train,frame7080_jpg.rf.a427f81943def5b55a0c65f6b1be37a5,train
patok_v2,train,frame7080_jpg.rf.b198a015c425a025879fb3141fec8bc4,train
patok_v2,train,frame7129_jpg.rf.4db81897583433b24c3e00ec8c4ab065,train
patok_v2,train,frame7129_jpg.rf.6f43d1aca550bd4c474d1ad4af6329e4,train
patok_v2,train,frame7183_jpg.rf.3efdb79ee133e25e01d676752f8bd8e7,test
patok_v2,train,frame7183_jpg.rf.a5dfc2365844df348db5d69ccaa03f14,train
patok_v2,train,frame7476_jpg.rf.2f25acbd307e7bb3a6794a870df26a31,train
patok_v2,train,frame7476_jpg.rf.7f2fd962bc0f98282acf0799fab1d015,train
patok_v2,train,frame7476_jpg.rf.9b499cf1e9d3a63c1b16d3642ad39908,test
patok_v2,train,frame7476_jpg.rf.a8e1d51c69cf71e8f36671bfdff9af54,train
patok_v2,train,frame7556_jpg.rf.4bdbbebc4ea5a60c677af99e00366ce0,train
patok_v2,train,frame7556_jpg.rf.c523472afbbd5367ce5014875f4b0e16,train
patok_v2,train,frame7613_jpg.rf.2359952c6b59d20de8b921b0a092bbf7,valid
patok_v2,train,frame7613_jpg.rf.6f2a328aae188fbbe9a9aef6b92621c8,train
patok_v2,train,frame7613_jpg.rf.735bd999a45badcfdaab80a50f3f6278,train
patok_v2,train,frame7613_jpg.rf.88b1403edb1cb01c45ef879fad55055f,train
patok_v2,train,frame7613_jpg.rf.a37c2eef29e70a90687f9da000607f47,train
patok_v2,train,frame7613_jpg.rf.ef50fa363d647292a125b1eef41c4849,train
patok_v2,train,frame7752_jpg.rf.3eec1bdabf1f8cbe4d6f1370cec11679,train
patok_v2,train,frame7752_jpg.rf.6b5daa597cf108ec44df7a46b9e903ae,train
patok_v2,train,frame7752_jpg.rf.c05acd07cc5c7a7253057b70d6f529c9,train
patok_v2,train,frame7752_jpg.rf.d95281148738ffc94698a7c347888a81,test
patok_v2,train,frame7908_jpg.rf.83ff621cb8a51b45101f4ae421da0661,train
patok_v2,train,frame7908_jpg.rf.9d4cdc8f714a86a7800c6702c18e7b21,train
patok_v2,train,frame7908_jpg.rf.a3219ee889348ff630faf555573c666b,train
patok_v2,train,frame7908_jpg.rf.babe47ef29e7bc0b6f42901190f45fc7,train
patok_v2,train,frame7908_jpg.rf.d89a11551f192c6a071f7d1dd642f491,train
patok_v2,train,frame7908_jpg.rf.de4649a94fe5d9eb0f4ba693c48bd23f,train
patok_v2,train,frame8348_jpg.rf.13344a37e4df46842b6a59d18c7284d5,train
patok_v2,train,frame8348_jpg.rf.653f69929bea68f41e86a9a29007a9f1,test
patok_v2,train,frame8423_jpg.rf.23d311ba7fccbb61b95dfc520e8d32dc,train
patok_v2,train,frame8423_jpg.rf.5c61162d563d80e403606acf5503f273,train
patok_v2,train,frame8423_jpg.rf.8fba41097be2d955ed9e73539d1b601a,train
patok_v2,train,frame8423_jpg.rf.a524e9005404a8f5315e71fa9ac4915b,train
patok_v2,train,frame8437_jpg.rf.534d2656a358da38457a31704484623e,train
patok_v2,train,frame8437_jpg.rf.5455b869db998a958d583608f36099d8,train
patok_v2,train,frame8437_jpg.rf.8d8af17a8052648e3aeabc631166797f,valid
patok_v2,train,frame8437_jpg.rf.dc51088cdf81d8462c55923900838ae3,train
patok_v2,train,frame9086_jpg.rf.4994b2caeab814805f49afc3c86e8303,train
patok_v2,train,frame9086_jpg.rf.8829e4ffa9bc23223da2e5c18eee3a43,test
patok_v2,train,frame9086_jpg.rf.aa310a488226a0452c271b82650c9798,train
patok_v2,train,frame9086_jpg.rf.c4fc13b7059b0662bc9d21f7f485a383,test
patok_v2,train,frame9292_jpg.rf.07991f179fead40a59df2896419f032c,train
patok_v2,train,frame9292_jpg.rf.755c090ca82de3183a6771ebb5c7ec80,train
patok_v2,train,frame9404_jpg.rf.3fade0be7e2d34ec222b6293ebd4f0d6,test
patok_v2,train,frame9404_jpg.rf.67e743c5f6e790fa3212702d6495bdfe,train
patok_v2,train,frame9430_jpg.rf.44d93ac0f911433e0c39d2679cafedca,train
patok_v2,train,frame9430_jpg.rf.e5f079784d5f1d6e50abb40a671f08ee,train
patok_v2,train,frame9551_jpg.rf.11a2884b19f763d46a6c67f47a479d61,train
patok_v2,train,frame9551_jpg.rf.ea2d97e376d10f172315620436222a66,train
patok_v2,train,frameseatbelt_1_00001_jpg.rf.927a2bef24e9cd06c3d6982b8293048b,test
patok_v2,train,frameseatbelt_1_00001_jpg.rf.af9b3a065ddd5c8ee735cb2fe3b49f5c,train
patok_v2,train,frameseatbelt_1_00002_jpg.rf.4cea43e04ff72bf1bb5382f77f59e089,train
patok_v2,train,frameseatbelt_1_00002_jpg.rf.81d54d9d72fd529d56a117879266ca41,valid
patok_v2,train,frameseatbelt_1_00006_jpg.rf.a8166c3d742330175a775c04f59017bf,train
patok_v2,train,frameseatbelt_1_00006_jpg.rf.d8e8a543bc02435ae097d948fda67210,train
patok_v2,train,frameseatbelt_1_00007_jpg.rf.7919876745eab48c56d2e4a2040cc409,train
patok_v2,train,frameseatbelt_1_00007_jpg.rf.db3403d18ad719d939711750b87a2a6f,train
patok_v2,train,frameseatbelt_1_00008_jpg.rf.3179eade9658ab72e41489a6e7c42422,train
patok_v2,train,frameseatbelt_1_00008_jpg.rf.9dc8511c3ab2d51f3cc861c6609a7d52,train
patok_v2,train,frameseatbelt_1_00010_jpg.rf.56a323efd70efb866c68337ddeab196a,train
patok_v2,train,frameseatbelt_1_00010_jpg.rf.68eb2c5c491b00c496c275eb3adc3a0b,train
patok_v2,train,frameseatbelt_1_00011_jpg.rf.91a8e2224742cba290a2db05bbfa09e1,train
patok_v2,train,frameseatbelt_1_00011_jpg.rf.c0e943bb4835ed07b1d954d934c76c73,train
patok_v2,train,frameseatbelt_1_00013_jpg.rf.81ab790d9340d9c58af753720e6f010e,train
patok_v2,train,frameseatbelt_1_00013_jpg.rf.90cd71dc3913ec809ae8bb0c12fed3d4,train
patok_v2,train,frameseatbelt_1_00014_jpg.rf.6d6b654aeca0066ffc69b0d164365800,valid
patok_v2,train,frameseatbelt_1_00014_jpg.rf.a1ccb7c0ddce919eeaa1692d1ca6cc26,train
patok_v2,train,frameseatbelt_1_00015_jpg.rf.00ae97135d1dd3258bd6f8f13db1e66a,train
patok_v2,train,frameseatbelt_1_00015_jpg.rf.2a66f3969b2d7b7d2da6bf04694e8f7d,train
patok_v2,train,frameseatbelt_1_00017_jpg.rf.2212be6e468342500334af27bd8d44a9,valid
patok_v2,train,frameseatbelt_1_00017_jpg.rf.b47abc626eaa7aa0f730841f89c8f6c1,train
patok_v2,train,frameseatbelt_1_00018_jpg.rf.256557dc0d43d34f459acba3f1052592,train
patok_v2,train,frameseatbelt_1_00018_jpg.rf.7fcd536c34e43c5aae727d9c803b689c,test
patok_v2,train,frameseatbelt_1_00019_jpg.rf.6497d3f7c9f073047edd6a8ce5652b60,train
patok_v2,train,frameseatbelt_1_00019_jpg.rf.b58681f2ae0694fc54df80490b3e2e91,test
patok_v2,train,frameseatbelt_1_00020_jpg.rf.07e486fd16148854144963f7c3e9221e,train
patok_v2,train,frameseatbelt_1_00020_jpg.rf.e6a6ef0860488f009757c1efae3c8ae4,train
patok_v2,train,frameseatbelt_2_00000_jpg.rf.4462838d28aa4ece3dfd1cfe714e695d,test
patok_v2,train,frameseatbelt_2_00000_jpg.rf.ab693c581f550ef4d3a36713a1267715,train
patok_v2,train,frameseatbelt_2_00001_jpg.rf.f8e12a8b04be81148fbc1344b229cd99,train
patok_v2,train,frameseatbelt_2_00001_jpg.rf.fed5266e3b0d0ece86cf21e042bd738a,train
patok_v2,train,frameseatbelt_2_00002_jpg.rf.cbafdcb72641ede0bc3937c632ffb302,train
patok_v2,train,frameseatbelt_2_00002_jpg.rf.cccd8387cf9ebc15c21d40f6ff77b9d1,train
patok_v2,train,frameseatbelt_2_00003_jpg.rf.0cde2402b9ea13deecb0ba50c304b273,train
patok_v2,train,frameseatbelt_2_00003_jpg.rf.304c3a5a86eba490851e5e4a2e6b5982,train
patok_v2,train,frameseatbelt_2_00005_jpg.rf.24991b96d8cb452486fc25c71499b64c,train
patok_v2,train,frameseatbelt_2_00005_jpg.rf.539285647ed47772065c5151dddd2e18,test
patok_v2,train,frameseatbelt_2_00006_jpg.rf.4a3a086f75db96883b753dffb4d14867,valid
patok_v2,train,frameseatbelt_2_00006_jpg.rf.a9eb21e5a13ece6b239a922a86652fb2,train
patok_v2,train,frameseatbelt_2_00007_jpg.rf.7bec2e96cbd8109c2348cfa32f276f40,test
patok_v2,train,frameseatbelt_2_00007_jpg.rf.7e85bad6eaef47213f505c5b76b64fef,train
patok_v2,train,frameseatbelt_2_00008_jpg.rf.691ae6200cfd2076cb4f0fe0cb7b4111,train
patok_v2,train,frameseatbelt_2_00008_jpg.rf.c9ae7029d49410c22726a70ebcd83bd8,train
patok_v2,train,frameseatbelt_2_00011_jpg.rf.4caa95da25ab845aeb9e40ada3064964,train
patok_v2,train,frameseatbelt_2_00011_jpg.rf.a43a27b78897ab75f609734192096bde,train
patok_v2,train,frameseatbelt_2_00013_jpg.rf.4550bdc1730a07462d5f8490c16e63bc,train
patok_v2,train,frameseatbelt_2_00013_jpg.rf.7223beda73f8cde8d146071e37d94048,test
patok_v2,train,frameseatbelt_2_00014_jpg.rf.42d11f41bd0fd2d661f62f7e965c9b05,train
patok_v2,train,frameseatbelt_2_00014_jpg.rf.b7cdf75a10d7aee6b39bf62e915d273f,train
patok_v2,train,frameseatbelt_2_00015_jpg.rf.2f1596087135efefaeed82a5aa0515ba,test
patok_v2,train,frameseatbelt_2_00015_jpg.rf.e771d50c173fa34c1c4c660bd7317bec,train
patok_v2,train,frameseatbelt_2_00017_jpg.rf.d7a770b3a4538b5c2b3b87929d945e63,train
patok_v2,train,frameseatbelt_2_00017_jpg.rf.dab776ef0d2118693c1103a7b19fc7f7,train
patok_v2,train,frameseatbelt_2_00018_jpg.rf.762188d092c13a85d815eae736037509,train
patok_v2,train,frameseatbelt_2_00018_jpg.rf.c5a54b28706402dbe0574e3fcd15715b,train
patok_v2,train,frameseatbelt_2_00019_jpg.rf.8cf2f59bde68dc8c535af66ba600bd9c,train
patok_v2,train,frameseatbelt_2_00019_jpg.rf.c0e378ae92fc8daddd49fb6af2b79067,train
patok_v2,train,frameseatbelt_2_00020_jpg.rf.201644be64de1e7fdfab313374c08735,train
patok_v2,train,frameseatbelt_2_00020_jpg.rf.a7834b6232a2f5f65d6763ffe461838f,valid
patok_v2,train,frameseatbelt_2_00021_jpg.rf.5be5fba69056ba1a2719671b35b9e4e5,train
patok_v2,train,frameseatbelt_2_00021_jpg.rf.73d44781a2bc28628219f448be2c5ef7,train
patok_v2,train,frameseatbelt_2_00022_jpg.rf.0a853c877f739a4a07f92856582ac0a2,train
patok_v2,train,frameseatbelt_2_00022_jpg.rf.1b08bf3ae9435fa030a7ff29eaf7f67e,train
patok_v2,train,frameseatbelt_2_00025_jpg.rf.a37ce9d82b57ef91f27f5bd02123427c,test
patok_v2,train,frameseatbelt_2_00025_jpg.rf.ca8f60bafaada76fcc27c06d843f860b,test
patok_v2,train,gambar-100_jpg.rf.8241d222186a04ea2cc534629b823635,train
patok_v2,train,gambar-100_jpg.rf.e55a161a145889d54478ec4122975bd9,train
patok_v2,train,gambar-105_jpg.rf.1b15eab4559a4436193be40ee27f4ade,test
patok_v2,train,gambar-105_jpg.rf.ac8d2ef3828f9e349419ec29b7a49751,train
patok_v2,train,gambar-114_jpg.rf.8106b35ed4f19661d9ca5c5793553e56,train
patok_v2,train,gambar-114_jpg.rf.e05229039c536781d9750b0860ea28d2,train
patok_v2,train,gambar-122_jpg.rf.71e4d1139d2dc8786517acdf377988a8,valid
patok_v2,train,gambar-122_jpg.rf.75fbacb8bab5b46c847fae0aa0b42f90,train
patok_v2,train,gambar-125_jpg.rf.8f34a84ed57ede1e07a0d3a9ee0aa429,train
patok_v2,train,gambar-125_jpg.rf.e8c1deb6fc66b04667e6e38d58eec5e9,train
patok_v2,train,gambar-129_jpg.rf.364d6cc8886d61b365e6a52805388fd3,valid
patok_v2,train,gambar-129_jpg.rf.9b706690a4dd822c6cf4ab008c6af236,train
patok_v2,train,gambar-131_jpg.rf.814b72223e04e6768b5527d5cae22af6,train
patok_v2,train,gambar-131_jpg.rf.c736ee2809cadd25f276e832702efa1c,train
